#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
6991	山本成一郎＋鈴木隆之	SEIICHIRO YAMAMOTO＋TAKAYUKI SUZUKI	山本成一郎＋鈴木隆之	SEIICHIRO YAMAMOTO+TAKAYUKI SUZUKI
6993	北山恒|塚本由晴|西沢立衛	KOH KITAYAMA |YOSHIHARU TSUKAMOTO|RYUE NISHIZAWA	北山恒|塚本由晴|西沢立衛	KOH KITAYAMA |YOSHIHARU TSUKAMOTO|RYUE NISHIZAWA
6994	妹島和世	KAZUYO SEJIMA	妹島和世	KAZUYO SEJIMA
6998	柳澤潤／コンテンポラリーズ	CONTEMPORARIES／JUN YANAGISAWA	柳澤潤／コンテンポラリーズ	CONTEMPORARIES/JUN YANAGISAWA
6999	高宮眞介／計画・設計工房|日総建	S.TAKAMIYA／KEIKAKU SEKKEI KOUBOU|NISSOUKEN	高宮眞介／計画・設計工房|日総建	S.TAKAMIYA/KEIKAKU SEKKEI KOUBOU|NISSOUKEN
7000	岡田哲史建築設計事務所	SATOSHI OKADA ARCHITECTS	岡田哲史建築設計事務所	SATOSHI OKADA ARCHITECTS
7001	安田アトリエ	YASUDA ATELIER	安田アトリエ	YASUDA ATELIER
7004	横浜国立大学施設部|Y-GSAスタジオコミッティ|末光弘和＋仲俊治／Y-GSA設計助手	YOKOHAMA NATIONAL UNIVERSITY| Y-GSA STUDIO COMMITTEE|  HIROKAZU SUEMITSU+TOSHIHARU NAKA / Y-GSA DESIGN ASSISTANT	横浜国立大学施設部|Y-GSAスタジオコミッティ|末光弘和＋仲俊治／Y-GSA設計助手	YOKOHAMA NATIONAL UNIVERSITY| Y-GSA STUDIO COMMITTEE|  HIROKAZU SUEMITSU+TOSHIHARU NAKA / Y-GSA DESIGN ASSISTANT
7009	東急設計コンサルタント|観光企画設計社|隈研吾建築都市設計事務所|設計共同企業体	TOKYU ARCHITECTS & ENGINEERS| KANKO KIKAKU SEKKEISHA |KENGO KUMA & ASSOCIATES|JV	東急設計コンサルタント|観光企画設計社|隈研吾建築都市設計事務所|設計共同企業体	TOKYU ARCHITECTS & ENGINEERS| KANKO KIKAKU SEKKEISHA |KENGO KUMA & ASSOCIATES|JV
7010	藤本壮介建築設計事務所|シリウスライティングオフィス|日建設計|大林組|丹青社	SOU FUJIMOTO ARCHITECTS | SIRIUS LIGHTING OFFICE |  NIKKEN SEKKEI | OBAYASHI CORPORATION | TANSEISHA	藤本壮介建築設計事務所|シリウスライティングオフィス|日建設計|大林組|丹青社	SOU FUJIMOTO ARCHITECTS | SIRIUS LIGHTING OFFICE |  NIKKEN SEKKEI | OBAYASHI CORPORATION | TANSEISHA
7012	大林組	OBAYASHI CORPORATION	大林組	OBAYASHI CORPORATION
7014	中村拓志／NAP建築設計事務所|梓設計	NAP Architects, Inc.| AZUSA SEKKEI	中村拓志／NAP建築設計事務所|梓設計	NAP ARCHITECTS, INC.| AZUSA SEKKEI
7015	友澤薫 橋口幸平 小林孝栄／NSD	kaoru tomozawa, kohei hashiguchi, koei kobayashi / nsd	友澤薫 橋口幸平 小林孝栄／NSD	KAORU TOMOZAWA, KOHEI HASHIGUCHI, KOEI KOBAYASHI / NSD
7016	松田平田設計|NTTファシリティーズ|シーザーペリ|中村拓志／NAP建築設計事務所|共同企業体	MHS| NTT-F | CPA|  HIROSHI NAKAMURA/NAP ARCHITECTS|JV	松田平田設計|NTTファシリティーズ|シーザーペリ|中村拓志／NAP建築設計事務所|共同企業体	MHS| NTT-F | CPA|  HIROSHI NAKAMURA/NAP ARCHITECTS|JV
7017	丸目明寛／久米設計	AKIHIKO MARUME／KUME SEKKEI	丸目明寛／久米設計	AKIHIKO MARUME/KUME SEKKEI
7018	羽田空港国際線PTB設計共同企業体|梓設計|ペリクラークペリアーキテクツ ジャパン|安井建築設計事務所	JOINT VENTURE FOR ARCHITECTURAL DESIGN WORK FOR INTERNATIONAL PASSENGER TERMINAL BUILDING OF TOKYO INTERNATIONAL AIRPORT|AZUSA SEKKEI| PELLI CLARKE PELLI ARCHITECTS JAPAN| YASUI ARCHITECTS & ENGINEERING	羽田空港国際線PTB設計共同企業体|梓設計|ペリクラークペリアーキテクツ ジャパン|安井建築設計事務所	JOINT VENTURE FOR ARCHITECTURAL DESIGN WORK FOR INTERNATIONAL PASSENGER TERMINAL BUILDING OF TOKYO INTERNATIONAL AIRPORT|AZUSA SEKKEI| PELLI CLARKE PELLI ARCHITECTS JAPAN| YASUI ARCHITECTS & ENGINEERING
7022	五十嵐淳建築設計事務所	JUN IGARASHI ARCHITECTS	五十嵐淳建築設計事務所	JUN IGARASHI ARCHITECTS
7026	光井純アンドアソシエーツ建築設計事務所|ウンセンドンアーキテクツ	JUN MITSUI & ASSOCIATES ARCHITECTS | UNSANGDONG ARCHITECTS COOPERATION	光井純アンドアソシエーツ建築設計事務所|ウンセンドンアーキテクツ	JUN MITSUI & ASSOCIATES ARCHITECTS | UNSANGDONG ARCHITECTS COOPERATION
7027	三井不動産|日本設計|團紀彦建築設計事務所|清水建設|野村不動産|日建設計|千疋屋総本店|KAJIMA DESIGN	MITSUI FUDOSAN| NIHON SEKKEI| NORIHIKO DAN AND ASSOCIATES| SHIMIZU CORPORATION|NOMURA REAL ESTATE DEVELOPMENT| NIKKEN SEKKEI|SEMBIKIYA-SOHONTEN| KAJIMA DESIGN	三井不動産|日本設計|團紀彦建築設計事務所|清水建設|野村不動産|日建設計|千疋屋総本店|KAJIMA DESIGN	MITSUI FUDOSAN| NIHON SEKKEI| NORIHIKO DAN AND ASSOCIATES| SHIMIZU CORPORATION|NOMURA REAL ESTATE DEVELOPMENT| NIKKEN SEKKEI|SEMBIKIYA-SOHONTEN| KAJIMA DESIGN
7028	野村不動産|日建設計	NOMURA REAL ESTATE DEVELOPMENT ARCHITECTURAL DESIGN DEPT.|NIKKEN SEKKEI	野村不動産|日建設計	NOMURA REAL ESTATE DEVELOPMENT ARCHITECTURAL DESIGN DEPT.|NIKKEN SEKKEI
7029	日本設計|清水建設|團紀彦建築設計事務所	NIHON SEKKEI| SHIMIZU CORPORATION| NORIHIKO DAN AND ASSOCIATES	日本設計|清水建設|團紀彦建築設計事務所	NIHON SEKKEI| SHIMIZU CORPORATION| NORIHIKO DAN AND ASSOCIATES
7031	佐伯聡子＋K.M. TAN／KUU	SATOKO SAKEI +　K.M.TAN/KUU	佐伯聡子＋K.M. TAN／KUU	SATOKO SAKEI + K.M.TAN/KUU
7032	近藤春司|名和研二／なわけんジム	SHUNJI KONDO |KENJI NAWA/NAWAKENJI-M	近藤春司|名和研二／なわけんジム	SHUNJI KONDO |KENJI NAWA/NAWAKENJI-M
7033	韓國建築KACI|坂茂建築設計	KYEONG‐SIK YOON/KACI INTERNATIONAL|SHIGERU  BAN ARCHITECTS	韓國建築KACI|坂茂建築設計	KYEONG‐SIK YOON/KACI INTERNATIONAL|SHIGERU  BAN ARCHITECTS
7034	清水建設|ドミニク・ペロー アーキテクチュール	SHIMIZU CORPORATION |DOMINIQUE  PERRAULT ARCHITECTURE	清水建設|ドミニク・ペロー アーキテクチュール	SHIMIZU CORPORATION |DOMINIQUE  PERRAULT ARCHITECTURE
7035	山梨知彦＋中本太郎＋鈴木隆＋矢野雅規／日建設計	TOMOHIKO YAMANASHI +TARO NAKAMOTO+TAKASHI SUZUKI+MASANORI YANO/NIKKEN SEKKEI	山梨知彦＋中本太郎＋鈴木隆＋矢野雅規／日建設計	TOMOHIKO YAMANASHI +TARO NAKAMOTO+TAKASHI SUZUKI+MASANORI YANO/NIKKEN SEKKEI
7036	浅利幸男／ラブアーキテクチャー	LOVE ARCHITECTURE	浅利幸男／ラブアーキテクチャー	LOVE ARCHITECTURE
7039	インターデザインアソシエイツ|松本剛建築研究室	INTERDESIGN ASSOCIATES ARCHITECTS| TAKESHI MATSUMOTO ARCHITECT	インターデザインアソシエイツ|松本剛建築研究室	INTERDESIGN ASSOCIATES ARCHITECTS| TAKESHI MATSUMOTO ARCHITECT
7041	小川広次建築設計事務所	KOJI OGAWA ARCHITECT & ASSOCIATES	小川広次建築設計事務所	KOJI OGAWA ARCHITECT & ASSOCIATES
7042	進藤強／ビーフンデザイン|名和研二／なわけんジム	TSUYOSHI SHINDO / BE-FUN DESIGN|        KENJI NAWA / NAWAKENJI-M	進藤強／ビーフンデザイン|名和研二／なわけんジム	TSUYOSHI SHINDO / BE-FUN DESIGN|        KENJI NAWA / NAWAKENJI-M
7047	光井純アンドアソシエーツ建築設計事務所|KAJIMA DESIGN	JUN MITSUI & ASSOCIATES ARCHITECTS| KAJIMA DESIGN	光井純アンドアソシエーツ建築設計事務所|KAJIMA DESIGN	JUN MITSUI & ASSOCIATES ARCHITECTS| KAJIMA DESIGN
7049	西田司＋中川エリカ／オンデザイン	OSAMU NISHIDA ＋ ERIKA NAKAGAWA/ON DESIGN	西田司＋中川エリカ／オンデザイン	OSAMU NISHIDA + ERIKA NAKAGAWA/ON DESIGN
7050	伊丹潤・アーキテクツ	ITAMI JUN ARCHITECTS	伊丹潤・アーキテクツ	ITAMI JUN ARCHITECTS
7051	前田圭介／UID	KEISUKE MAEDA / UID	前田圭介／UID	KEISUKE MAEDA / UID
7053	アトリエ・ワン|筑波大学貝島研究室	ATELIER BOW-WOW|KAIJIMA LAB. UNIVERSITY OF TSUKUBA|	アトリエ・ワン|筑波大学貝島研究室	ATELIER BOW-WOW|KAIJIMA LAB. UNIVERSITY OF TSUKUBA|
7054	保坂猛建築都市設計事務所	TAKESHI HOSAKA ARCHITECTS	保坂猛建築都市設計事務所	TAKESHI HOSAKA ARCHITECTS
7055	柄沢祐輔建築設計事務所	YUUSUKE KARASAWA ARCHITECTS	柄沢祐輔建築設計事務所	YUUSUKE KARASAWA ARCHITECTS
7061	渡辺菊眞＋D環境造形システム研究所	KIKUMA WATANABE + D ENVIRONMENTAL DESIGN SYSTEM LABORATORY	渡辺菊眞＋D環境造形システム研究所	KIKUMA WATANABE + D ENVIRONMENTAL DESIGN SYSTEM LABORATORY
7063	慶應義塾大学SFC松原弘典研究室	KEIO UNIVERSITY SFC MATSUBARA HIRONORI LABORATORY	慶應義塾大学SFC松原弘典研究室	KEIO UNIVERSITY SFC MATSUBARA HIRONORI LABORATORY
7067	近藤哲雄建築設計事務所	TETSUO KONDO ARCHITECTS	近藤哲雄建築設計事務所	TETSUO KONDO ARCHITECTS
7069	新素材研究所 杉本博司＋榊田倫之	NEW MATERIAL RESEARCH LABORATORY	新素材研究所 杉本博司＋榊田倫之	NEW MATERIAL RESEARCH LABORATORY
7071	山下保博×アトリエ・天工人	YASUHIRO YAMASHITA×ATELIER TEKUTO	山下保博×アトリエ・天工人	YASUHIRO YAMASHITA×ATELIER TEKUTO
7073	AAF（ASIAN ARCHITECTURE FRIENDSHIP）	AAF（ASIAN ARCHITECTURE FRIENDSHIP）	AAF（ASIAN ARCHITECTURE FRIENDSHIP）	AAF(ASIAN ARCHITECTURE FRIENDSHIP)
7078	大建設計	DAIKEN ARCHITECTS ASSOCIATES	大建設計	DAIKEN ARCHITECTS ASSOCIATES
7079	D.I.G Architects 吉村真基＋吉村昭範	D.I.G ARCHITECTS AKINORI／MAKI YOSHIMURA	D.I.G ARCHITECTS 吉村真基＋吉村昭範	D.I.G ARCHITECTS AKINORI/MAKI YOSHIMURA
7081	茅野秀真＋白井大之＋鈴木健悦／日建設計	NIKKEN SEKKEI	茅野秀真＋白井大之＋鈴木健悦／日建設計	NIKKEN SEKKEI
7083	谷口大造／スタジオトポス|田中絵理建築設計事務所	STUDIO TOPOS| ERI TANAKA ARCHITECTS	谷口大造／スタジオトポス|田中絵理建築設計事務所	STUDIO TOPOS| ERI TANAKA ARCHITECTS
7085	飯田善彦	YOSHIHIKO IIDA	飯田善彦	YOSHIHIKO IIDA
7090	坂茂建築設計|	SHIGERU BAN ARCHITECTS|	坂茂建築設計|	SHIGERU BAN ARCHITECTS|
7091	日本郵政一級建築士事務所|三菱地所設計	JAPAN POST HOLDINGS FACILITY MANAGEMENT DEPARTMENT| MITSUBISHI JISHO SEKKEI	日本郵政一級建築士事務所|三菱地所設計	JAPAN POST HOLDINGS FACILITY MANAGEMENT DEPARTMENT| MITSUBISHI JISHO SEKKEI
7092	日本設計	NIHON SEKKEI	日本設計	NIHON SEKKEI
7093	芝浦工業大学建築学科原田真宏研究室	MASAHIRO HARADA STUDIO	芝浦工業大学建築学科原田真宏研究室	MASAHIRO HARADA STUDIO
7096	角田暁治＋アトリエ・K	AKIRA KAKUDA＋ATELIER K ARCHITECT	角田暁治＋アトリエ・K	AKIRA KAKUDA+ATELIER K ARCHITECT
7097	京都工芸繊維大学住環境設計研究室|安井建築設計事務所|京都建築都市研究所|K.ASSOCIATES/Architects	KYOTO INSTITUTE OF TECHNOLOGY DEPARTMENT OF ARCHITECTURAL DESIGN LAB| YASUI ARCHITECTS & ENGINEERS|KIAUS|K.ASSOCIATES/Architects	京都工芸繊維大学住環境設計研究室|安井建築設計事務所|京都建築都市研究所|K.ASSOCIATES/ARCHITECTS	KYOTO INSTITUTE OF TECHNOLOGY DEPARTMENT OF ARCHITECTURAL DESIGN LAB| YASUI ARCHITECTS & ENGINEERS|KIAUS|K.ASSOCIATES/ARCHITECTS
7098	京都工芸繊維大学都市環境設計研究室|石本建築事務所|京都建築都市研究所|Ks Architects	KYOTO INSTITUTE OF TECHNOLOGY DEPARTMENT OF ARCHITECTURAL DESIGN LAB|ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM|KIAUS|KS ARCHITECTS	京都工芸繊維大学都市環境設計研究室|石本建築事務所|京都建築都市研究所|KS ARCHITECTS	KYOTO INSTITUTE OF TECHNOLOGY DEPARTMENT OF ARCHITECTURAL DESIGN LAB|ISHIMOTO ARCHITECTURAL & ENGINEERING FIRM|KIAUS|KS ARCHITECTS
7099	大野秀敏	HIDETOSHI OHNO|	大野秀敏	HIDETOSHI OHNO|
7101	安藤忠雄建築研究所|東日本旅客鉄道|ジェイアール東日本建築設計事務所	TADAO ANDO ARCHITECT & ASSOCIATES|EAST JAPAN RAILWAY|JR EAST DESIGN CORPORATION	安藤忠雄建築研究所|東日本旅客鉄道|ジェイアール東日本建築設計事務所	TADAO ANDO ARCHITECT & ASSOCIATES|EAST JAPAN RAILWAY|JR EAST DESIGN CORPORATION
7104	渡辺明設計事務所＋渡辺仁	AKIRA WATANABE ARCHITECT AND ASSOCIATES + JIN WATANABE	渡辺明設計事務所＋渡辺仁	AKIRA WATANABE ARCHITECT AND ASSOCIATES + JIN WATANABE
7107	奈良文化財研究所|文化財建造物保存技術協会	NARA NATIONAL RESEARCH INSTITUTE FOR CULTURAL PROPETIES |THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS	奈良文化財研究所|文化財建造物保存技術協会	NARA NATIONAL RESEARCH INSTITUTE FOR CULTURAL PROPETIES |THE JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS
7109	内田文雄＋山口大学大学院内田研究室|龍環境計画	FUMIO UCHIDA + UCHIDA LABORATORY OF YAMAGUCHI UNIVERSITY | ATELIER RYU	内田文雄＋山口大学大学院内田研究室|龍環境計画	FUMIO UCHIDA + UCHIDA LABORATORY OF YAMAGUCHI UNIVERSITY | ATELIER RYU
7110	高谷時彦事務所	TOKIHIKO TAKATANI & ASSOCIATES	高谷時彦事務所	TOKIHIKO TAKATANI & ASSOCIATES
7112	香山壽夫建築研究所	KOHYAMA ATELIER	香山壽夫建築研究所	KOHYAMA ATELIER
7114	川原田康子＋比嘉武彦／kw+hg アーキテクツ	YASUKO KAWAHARADA＋TAKEHIKO HIGA／KW+HG ARCHITECTS	川原田康子＋比嘉武彦／KW+HG アーキテクツ	YASUKO KAWAHARADA+TAKEHIKO HIGA/KW+HG ARCHITECTS
7115	オンサイト計画設計事務所|インフィールド	STUDIO ON SITE|INFIELD ARCHITECTS	オンサイト計画設計事務所|インフィールド	STUDIO ON SITE|INFIELD ARCHITECTS
7117	山梨知彦＋羽鳥達也＋石原嘉人＋川島範久／日建設計	NIKKEN SEKKEI	山梨知彦＋羽鳥達也＋石原嘉人＋川島範久／日建設計	NIKKEN SEKKEI
7118	野沢正光|山下設計|設計共同体	MASAMITSU NOZAWA BUILDING WORKSHOP| YAMASHITA SEKKEI|JV	野沢正光|山下設計|設計共同体	MASAMITSU NOZAWA BUILDING WORKSHOP| YAMASHITA SEKKEI|JV
7122	nextstations	NEXTSTATIONS	NEXTSTATIONS	NEXTSTATIONS
7123	川口有子＋鄭仁愉／有設計室	ARISEKKEI	川口有子＋鄭仁愉／有設計室	ARISEKKEI
7125	POINT|長岡勉／コクヨオフィスシステム	POINT |BEN NAGAOKA / KOKUYO OFFICE SYSTEM	POINT|長岡勉／コクヨオフィスシステム	POINT |BEN NAGAOKA / KOKUYO OFFICE SYSTEM
7126	Open A|SEA Design	OPEN A|SEA DESIGN	OPEN A|SEA DESIGN	OPEN A|SEA DESIGN
7127	パワープレイス|内田洋行	POWERPLACE|UCHIDAYOKO	パワープレイス|内田洋行	POWERPLACE|UCHIDAYOKO
7138	Shigeru Ban Architects Europe|Jean de Gastines Architects	SHIGERU BAN ARCHITECTS EUROPE | JEAN DE GASTINES ARCHITECTS	SHIGERU BAN ARCHITECTS EUROPE|JEAN DE GASTINES ARCHITECTS	SHIGERU BAN ARCHITECTS EUROPE | JEAN DE GASTINES ARCHITECTS
7140	和田章＋元結正次郎＋坂田弘安＋奥山信一|東京工業大学施設運営部|綜企画設計|テクノ工営	AKIRA WADA+SYOJIRO MOTOYUI+HIROYASU SAKATA+SHINICHI OKUYAMA|TOKYO INSTITUTE OF TECHNOLOGY FACILITIES DEPARTMENT | SO KIKAKU SEKKEI | TECHNO KOEI	和田章＋元結正次郎＋坂田弘安＋奥山信一|東京工業大学施設運営部|綜企画設計|テクノ工営	AKIRA WADA+SYOJIRO MOTOYUI+HIROYASU SAKATA+SHINICHI OKUYAMA|TOKYO INSTITUTE OF TECHNOLOGY FACILITIES DEPARTMENT | SO KIKAKU SEKKEI | TECHNO KOEI
7149	architecture WORKSHOP	ARCHITECTURE WORKSHOP	ARCHITECTURE WORKSHOP	ARCHITECTURE WORKSHOP
7151	山本理顕設計工場|Ga.A Architects	RIKEN YAMAMOTO & FIELD SHOP | Ga.A Architects	山本理顕設計工場|GA.A ARCHITECTS	RIKEN YAMAMOTO & FIELD SHOP | GA.A ARCHITECTS
7153	川辺直哉建築設計事務所|プロパティデザインオフィス	NAOYA KAWABE ARCHITECT AND ASSOCIATES|PROPERTY DESIGN OFFICE	川辺直哉建築設計事務所|プロパティデザインオフィス	NAOYA KAWABE ARCHITECT AND ASSOCIATES|PROPERTY DESIGN OFFICE
7156	平田晃久建築設計事務所|吉原美比古	AKIHISA HIRATA ARCHITECTURE OFFICE|YOSHIHIKO YOSHIHARA	平田晃久建築設計事務所|吉原美比古	AKIHISA HIRATA ARCHITECTURE OFFICE|YOSHIHIKO YOSHIHARA
7157	平田晃久建築設計事務所	AKIHISA HIRATA ARCHITECTURE OFFICE	平田晃久建築設計事務所	AKIHISA HIRATA ARCHITECTURE OFFICE
7159	福屋粧子建築設計事務所	SHOKO FUKUYA ARCHITECT AND ASSOCIATES	福屋粧子建築設計事務所	SHOKO FUKUYA ARCHITECT AND ASSOCIATES
7160	槻橋修＋ティーハウス建築設計事務所	OSAMU TSUKIHASHI + ARCHITECTS TEEHOUSE	槻橋修＋ティーハウス建築設計事務所	OSAMU TSUKIHASHI + ARCHITECTS TEEHOUSE
7164	今村雅樹＋山中新太郎|日本大学理工学部WG|協立建築設計事務所	MASAKI IMAMURA & SHINTARO YAMANAKA| CST CAMPUS WORKING GROUP|ASSOCIATES ARCHITECTS & ENGINEERS	今村雅樹＋山中新太郎|日本大学理工学部WG|協立建築設計事務所	MASAKI IMAMURA & SHINTARO YAMANAKA| CST CAMPUS WORKING GROUP|ASSOCIATES ARCHITECTS & ENGINEERS
7165	石本建築事務所|オンサイト計画設計事務所	ISHIMOTO ARCHITECTURAL AND ENGINEERING FIRM | STUDIO ON SITE	石本建築事務所|オンサイト計画設計事務所	ISHIMOTO ARCHITECTURAL AND ENGINEERING FIRM | STUDIO ON SITE
7167	原広司＋アトリエ・ファイ建築研究所|戴育澤建築師事務所|大彥工程顧問	HIROSHI HARA＋ATELIER Φ| TAI ARCHITECT & ASSOCIATES| DAYAN ENGINEERING CONSULTANT	原広司＋アトリエ・ファイ建築研究所|戴育澤建築師事務所|大彥工程顧問	HIROSHI HARA+ATELIER Φ| TAI ARCHITECT & ASSOCIATES| DAYAN ENGINEERING CONSULTANT
7173	妹島和世＋西沢立衛／SANAA|Architram SA	KAZUYO SEJIMA＋RYUE NISHIZAWA／SANAA |ARCHITRAM SA	妹島和世＋西沢立衛／SANAA|ARCHITRAM SA	KAZUYO SEJIMA+RYUE NISHIZAWA/SANAA |ARCHITRAM SA
7179	安部良／ARCHITECTS ATELIER RYO ABE	RYO ABE / ARCHITECTS ATELIER RYO ABE	安部良／ARCHITECTS ATELIER RYO ABE	RYO ABE / ARCHITECTS ATELIER RYO ABE
7182	都市再生機構神奈川地域支社|香山|アプル総合|アプルデザイン|設計共同体	URBAN RENAISSANCE AGENCY KANAGAWA REGIONAL BRANCH OFFICE| HISAO KOHYAMA ATELIER|APL ASSOCIATES|HIDETOSHI OHNO＋ARCHITECTURE PLANNING AND LANDSCAPE DESIGN WORKSHOP|JV	都市再生機構神奈川地域支社|香山|アプル総合|アプルデザイン|設計共同体	URBAN RENAISSANCE AGENCY KANAGAWA REGIONAL BRANCH OFFICE| HISAO KOHYAMA ATELIER|APL ASSOCIATES|HIDETOSHI OHNO+ARCHITECTURE PLANNING AND LANDSCAPE DESIGN WORKSHOP|JV
7183	SINO-SINGAPORE TIANJIN ECO-CITY	SINO-SINGAPORE TIANJIN ECO-CITY	SINO-SINGAPORE TIANJIN ECO-CITY	SINO-SINGAPORE TIANJIN ECO-CITY
7188	佐藤総合計画|大成建設	AXS SATOW|TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS	佐藤総合計画|大成建設	AXS SATOW|TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS
7189	梶原良成＋ジオビオデザイン	YOSHINARI KAJIHARA+GEOBIODESIGN	梶原良成＋ジオビオデザイン	YOSHINARI KAJIHARA+GEOBIODESIGN
7190	大建met	MET ARCHITECTS	大建MET	MET ARCHITECTS
7192	近藤彰宏＋塩田洋＋高嶋玲子／日建設計	NIKKEN SEKKEI	近藤彰宏＋塩田洋＋高嶋玲子／日建設計	NIKKEN SEKKEI
7194	studio-L	studio-L|	STUDIO-L	STUDIO-L|
7196	三菱地所設計|東北大学施設部・キャンパス計画室	MITSUBISHI JISHO SEKKEI|TOHOKU UNIVERSITY	三菱地所設計|東北大学施設部・キャンパス計画室	MITSUBISHI JISHO SEKKEI|TOHOKU UNIVERSITY
7197	福川裕一 西郷真理子＋まちづくりカンパニー・シープネットワーク|ジェーエスディー	SHEEP NETWORK |JSD	福川裕一 西郷真理子＋まちづくりカンパニー・シープネットワーク|ジェーエスディー	SHEEP NETWORK |JSD
7199	渡辺真理＋木下庸子＋山口智久／設計組織ADH|新谷眞人／オーク構造設計	MAKOTO WATANABE + YOKO KINOSHITA + TOMOHISA YAMASHITA/ADH ARCHITECTS| MASATO ARAYA/STRUCTURAL DESIGN OFFICE OAK	渡辺真理＋木下庸子＋山口智久／設計組織ADH|新谷眞人／オーク構造設計	MAKOTO WATANABE + YOKO KINOSHITA + TOMOHISA YAMASHITA/ADH ARCHITECTS| MASATO ARAYA/STRUCTURAL DESIGN OFFICE OAK
7201	高宮眞介／計画・設計工房	S.TAKAMIYA/KEIKAKU SEKKEI KOUBOU	高宮眞介／計画・設計工房	S.TAKAMIYA/KEIKAKU SEKKEI KOUBOU
7202	古谷誠章＋NASCA|中川建築設計事務所|共同企業体	NOBUAKI FURUYA + NASCA | NAKAGAWA ARCHITECT OFFICE|JV	古谷誠章／NASCA|中川建築設計事務所|共同企業体	NOBUAKI FURUYA + NASCA | NAKAGAWA ARCHITECT OFFICE|JV
7204	飯田善彦建築工房|名古屋大学施設管理部	IIDA ARCHISHIP STUDIO|NAGOYA University	飯田善彦建築工房|名古屋大学施設管理部	IIDA ARCHISHIP STUDIO|NAGOYA UNIVERSITY
7205	日本設計	NIHON SEKKEI|	日本設計	NIHON SEKKEI|
7207	竹山聖＋アモルフ|オンサイト計画設計事務所|鴻池組	KIYOSHI SEY TAKEYAMA ＋AMORPHE | STUDIO ON SITE | KONOIKE CONSTRUCTION	竹山聖＋アモルフ|オンサイト計画設計事務所|鴻池組	KIYOSHI SEY TAKEYAMA +AMORPHE | STUDIO ON SITE | KONOIKE CONSTRUCTION
7208	北園空間設計	KITAZONO ARCHITECTS	北園空間設計	KITAZONO ARCHITECTS
7211	土屋辰之助アトリエ|高橋潤建築設計事務所	SHIN TSUCHIYA AND ASSOCIATES | JUN TAKAHASHI ARCHITECTS	土屋辰之助アトリエ|高橋潤建築設計事務所	SHIN TSUCHIYA AND ASSOCIATES | JUN TAKAHASHI ARCHITECTS
